"","site_plot","citation.ID","stand.age","measurement.ID","sites.sitename","plot.name","dominant.life.form","dominant.veg","variable.name.x","date.x","start.date.x","end.date.x","mean.x","min.dbh","required.citations","ForC.investigator","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.type","regrowth.year","distmrs.type","distmrs.year","managed","disturbed","history.no.info","optional","AnnualMeanTemp","MeanDiurnalRange","TempSeasonality","TempRangeAnnual","AnnualPre","PreSeasonality","CloudCover","AnnualFrostDays","AnnualPET","AnnualWetDays","VapourPressure","SolarRadiation","Aridity","PotentialEvapotranspiration","VapourPressureDeficit","biomes","variable.name.y","date.y","start.date.y","end.date.y","mean.y","ratio"
"39","Lookout Mountains 6 NI","Luyssaert_2007_cbob",85,8484,"Lookout Mountains 6","NI","woody","2TEN","ANPP_woody_stem","2001",NA,NA,3.94,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.8464,-122.1093,1200,NA,NA,"439","North America","Csb","Temperate mountain system","NAC","1916","Initiation of post-disturbance cohort (planted or natural)","1916","NAC","NAC",0,0,0,TRUE,5.3,9.2,52.59,24.1,2744,63,70.00789474,113.9348246,795.5096491,141.1185965,0.06425,460569.8,26514,985,0.422708333,"temperate","ANPP_woody_branch","2001",NA,NA,0.5,7.88
"40","Metolius 10 unmanaged","Luyssaert_2007_cbob",190,9168,"Metolius 10","unmanaged","woody","2TEN","ANPP_woody_stem","2001",NA,NA,1.4,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.4982,-121.6249,895,NA,NA,"366","North America","Csb","Temperate mountain system","NAC","1811","Initiation of post-disturbance cohort (natural)","1811","NAC","NAC",0,0,0,TRUE,7.3,14.6,61.95,32.7,780,60,66.83289474,205.400614,761.8017544,121.5942982,0.068166667,519046.3,6065,1236,0.569388889,"temperate","ANPP_woody_branch","2001",NA,NA,0.29,4.82758620689655
"41","Metolius 11 unmanaged","Luyssaert_2007_cbob",316,9191,"Metolius 11","unmanaged","woody","2TEN","ANPP_woody_stem","2001",NA,NA,0.45,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.4222,-121.6066,1129,NA,NA,"366","North America","Csb","Temperate mountain system","NAC","1685","Initiation of post-disturbance cohort (natural)","1685","NAC","NAC",0,0,0,TRUE,6.4,14.3,60.93,32.3,814,60,66.83289474,205.400614,761.8017544,121.5942982,0.063166667,523406.9,6426,1237,0.589805556,"temperate","ANPP_woody_branch","2001",NA,NA,0.09,5
"42","Metolius Old Pine mosaic of old growth, young trees, and mixed age stands natural regeneration after fire","Luyssaert_2007_cbob",251,9456,"Metolius Old Pine","mosaic of old growth, young trees, and mixed age stands natural regeneration after fire","woody","2TEN","ANPP_woody_stem","2001",NA,NA,0.9,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.498889,-121.623611,915,8.15,482.13,"366","North America","Csb","Temperate mountain system","NAC","1748","Initiation of post-disturbance cohort (natural)","1748","Burned","1748",0,1,0,TRUE,7.3,14.6,61.95,32.7,780,60,66.83289474,205.400614,761.8017544,121.5942982,0.068166667,519046.3,6065,1236,0.569388889,"temperate","ANPP_woody_branch","2001",NA,NA,0.17,5.29411764705882
"43","Mill City South 5 NI","Luyssaert_2007_cbob",99,9589,"Mill City South 5","NI","woody","2TEN","ANPP_woody_stem","2001",NA,NA,3.34,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.7301,-122.3909,466,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1902","Initiation of post-disturbance cohort (planted or natural)","1902","NAC","NAC",0,0,0,TRUE,9.3,10.6,50.86,24.8,2195,61,68.79429825,160.3940351,747.9245614,133.4398246,0.082999999,488025.8,17932,1168,0.540361111,"temperate","ANPP_woody_branch","2001",NA,NA,0.28,11.9285714285714
"44","Mill City South 6 NI","Luyssaert_2007_cbob",74,9598,"Mill City South 6","NI","woody","2TEN","ANPP_woody_stem","2001",NA,NA,2.54,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.7019,-122.5,676,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1927","Initiation of post-disturbance cohort (planted or natural)","1927","NAC","NAC",0,0,0,TRUE,7.6,10.3,49.84,24.4,2346,62,68.79429825,160.3940351,747.9245614,133.4398246,0.076500001,484707.4,19922,1141,0.533736111,"temperate","ANPP_woody_branch","2001",NA,NA,0.48,5.29166666666667
"45","Mount Jefferson 4 unmanaged","Luyssaert_2007_cbob",262,9830,"Mount Jefferson 4","unmanaged","woody","2TEN","ANPP_woody_stem","2001",NA,NA,0.71,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.6882,-121.865,1177,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1739","Initiation of post-disturbance cohort (natural)","1739","NAC","NAC",0,0,0,TRUE,5.1,11.1,57.79,28,1868,63,68.57660819,188.4214035,733.9736842,125.8402632,0.061583333,500050.8,16292,1107,0.465597222,"temperate","ANPP_woody_branch","2001",NA,NA,0.18,3.94444444444444
"46","Mount Jefferson 5 unmanaged","Luyssaert_2007_cbob",304,9842,"Mount Jefferson 5","unmanaged","woody","2TEN","ANPP_woody_stem","2001",NA,NA,1.14,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.6958,-121.8698,1069,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1697","Initiation of post-disturbance cohort (natural)","1697","NAC","NAC",0,0,0,TRUE,6.2,11.7,58.12,28.6,1708,63,68.57660819,188.4214035,733.9736842,125.8402632,0.0655,501193.5,14946,1115,0.465597222,"temperate","ANPP_woody_branch","2001",NA,NA,0.24,4.75
"47","Nacetin PO","Schulze_2000_tcan",58,9938,"Nacetin","PO","woody","2TEN","ANPP_woody_stem","1995",NA,NA,1.73,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Czech Republic",50.58,13.25,775,5.9,935,"348","Europe","Cfb","Temperate mountain system","NAC","1937","Planted","1937","NAC","NAC",0,0,0,TRUE,5.2,6.9,65.35,24.7,808,21,74.1869883,131.0028947,667.0745614,178.0578947,0.077916667,368154.9,14010,665,0.223166667,"temperate","ANPP_woody_branch","1995",NA,NA,1.3,1.33076923076923
"48","Podocarpus 1 unmanaged","Moser_2011_eeot",999,11085,"Podocarpus 1","unmanaged","woody","2TEB","ANPP_woody_stem",NA,"2003","2004",1.37,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-4.12,-78.97,1050,19.39999962,2230,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.8,11.5,6.01,14.1,1772,16,73.50643275,0.474210526,1667.457018,183.0603509,0.198333331,488680.8,10422,1380,0.720125,"tropical","ANPP_woody_branch",NA,"2003","2004",0.55,2.49090909090909
"49","Podocarpus 2 unmanaged","Moser_2011_eeot",999,11102,"Podocarpus 2","unmanaged","woody","2TEB","ANPP_woody_stem",NA,"2003","2004",0.77,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-4.11,-78.97,1540,17.5,2300,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.5,11.9,4.99,14.2,1603,20,73.50643275,0.474210526,1667.457018,183.0603509,0.191666666,487753.1,9279,1365,0.720125,"tropical","ANPP_woody_branch",NA,"2003","2004",0.45,1.71111111111111
"50","Reserva Biologica San Francisco 1 unmanaged","Moser_2011_eeot",999,12354,"Reserva Biologica San Francisco 1","unmanaged","woody","2TEB","ANPP_woody_stem",NA,"2003","2004",0.42,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.98,-79.1,1890,15.69999981,1950,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,16.5,10,3.93,12.1,1210,17,74.84912281,72.20535088,1457.066667,179.4321053,0.1515,476372,7814,1132,0.388,"tropical","ANPP_woody_branch",NA,"2003","2004",0.43,0.976744186046512
"51","Reserva Biologica San Francisco 2 unmanaged","Moser_2011_eeot",999,12371,"Reserva Biologica San Francisco 2","unmanaged","woody","2TEB","ANPP_woody_stem",NA,"2003","2004",0.11,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.99,-79.1,2380,13.19999981,5000,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,15.9,9.9,3.65,11.8,1164,19,74.84912281,72.20535088,1457.066667,179.4321053,0.147916666,471621.4,8658,1112,0.388,"tropical","ANPP_woody_branch",NA,"2003","2004",0.19,0.578947368421053
"52","San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols) unmanaged Mature terra firma","Jordan_1999_ntfs",999,12938,"San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols)","unmanaged Mature terra firma","woody","2TEB","ANPP_woody_stem",NA,"1975","1983",2.36,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Venezuela",1.93,-67.05,119,25.98,3500,"657","South America","Af","Tropical rainforest","NAC","NAC","Initiation of post-disturbance cohort (natural)","1750","Burned","1750",0,0,0,TRUE,26.2,13.3,4.13,14.4,3432,23,70.61973684,0,1134.385965,232.5850877,0.295666669,562183.6,25182,1367,0.723319444,"tropical","ANPP_woody_branch",NA,"1975","1981",1.63,1.4478527607362
"53","San Pedro unmanaged upland tropical forest","Girardin_2010_nppa",999,18134,"San Pedro","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem","2005","2003","2007",1.5228,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.05,-71.54,1500,18.8,2631,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.1,13,7.45,16.3,2518,47,59.68450292,87.11798246,1106.259649,110.9999123,0.182916668,508401.9,17827,1288,0.745041667,"tropical","ANPP_woody_branch",NA,"2007","2008",0.6,2.538
"54","San Pedro unmanaged upland tropical forest","Girardin_2010_nppa",999,13021,"San Pedro","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem",NA,"2007","2008",1.62,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.05,-71.54,1500,18.8,2631,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.1,13,7.45,16.3,2518,47,59.68450292,87.11798246,1106.259649,110.9999123,0.182916668,508401.9,17827,1288,0.745041667,"tropical","ANPP_woody_branch",NA,"2007","2008",0.6,2.7
"55","Susser Schlag PO","Mund_2002_gacs",72,14079,"Susser Schlag","PO","woody","2TEN","ANPP_woody_stem",NA,"1995","1997",2.38,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Germany",50.15,11.87,740,4.5,1000,"67","Europe","Cfb","Temperate oceanic forest","NAC","1924","Initiation of post-disturbance cohort (planted or natural)","1924","NAC","NAC",0,0,0,TRUE,5.6,7.6,64.92,25.3,854,16,74.16052632,138.5107018,604.9491228,183.2137719,0.079166666,376185,15466,709,0.270486111,"temperate","ANPP_woody_branch",NA,"1995","1997",1.19,2
"56","Tambopata-Candamo Reserve permanent plot TAM-05 terra firma unmanaged primary forest","Malhi_2014_tpma",999,14301,"Tambopata-Candamo Reserve permanent plot TAM-05","terra firma unmanaged primary forest","woody","2TEB","ANPP_woody_stem",NA,"2005","2011",2.64,"2.5","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.830288,-69.270533,223,24.4,1900,"740","South America","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.3,11,10.77,14.8,2477,52,63.99473684,0,1366.842105,111.7313158,0.254833333,533331.6,17772,1379,0.846472222,"tropical","ANPP_woody_branch",NA,"2009","2011",0.95,2.77894736842105
"57","Tambopata-Candamo Reserve permanent plot TAM-06 terra firma, floodplain unmanaged primary forest","Malhi_2014_tpma",999,14320,"Tambopata-Candamo Reserve permanent plot TAM-06","terra firma, floodplain unmanaged primary forest","woody","2TEB","ANPP_woody_stem",NA,"2005","2011",2.64,"2.5","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.8385,-69.296,215,24.4,1900,"740","South America","Af","Tropical rainforest","0.96","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.4,10.9,10.49,14.7,2501,52,63.99473684,0,1366.842105,111.7313158,0.255666669,532827.3,18091,1380,0.842125,"tropical","ANPP_woody_branch",NA,"2009","2011",0.5,5.28
"58","Tanguro control","Rocha_2014_epac",999,14334,"Tanguro","control","woody","2TDB","ANPP_woody_stem","NI","NI","NI",2.71,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-13.08,-52.3858,385,25,1770,"742","South America","Aw","Tropical moist forest","1","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,25,13.7,10.17,19.2,1624,80,69.28274854,0,1161.985088,193.3830702,0.238166667,571350.5,10391,1517,1.038819444,"tropical","ANPP_woody_branch",NA,"2009","2011",0.08,33.875
"59","Tono unmanaged","Girardin_2010_nppa",999,18128,"Tono","unmanaged","woody","2TEB","ANPP_woody_stem","2005","2003","2007",1.2596,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,22.8,12,6.85,14.9,2749,44,61.7873538,10.07596491,1058.623684,118.6139474,0.204250001,537271.5,19428,1375,0.817458333,"tropical","ANPP_woody_branch",NA,"2007","2008",0.5,2.5192
"60","Tono unmanaged","Girardin_2010_nppa",999,15192,"Tono","unmanaged","woody","2TEB","ANPP_woody_stem",NA,"2007","2008",1.34,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,22.8,12,6.85,14.9,2749,44,61.7873538,10.07596491,1058.623684,118.6139474,0.204250001,537271.5,19428,1375,0.817458333,"tropical","ANPP_woody_branch",NA,"2007","2008",0.5,2.68
"61","Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,18129,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem","2005","2003","2007",0.94,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_branch",NA,"2007","2008",0.4,2.35
"62","Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,15226,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem",NA,"2007","2008",1,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_branch",NA,"2007","2008",0.4,2.5
"63","Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,18130,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem","2005","2003","2007",1.4758,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_branch",NA,"2007","2008",0.6,2.45966666666667
"64","Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,15239,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem",NA,"2007","2008",1.57,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_branch",NA,"2007","2008",0.6,2.61666666666667
"65","Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,18131,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem","2005","2003","2007",0.7426,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_branch",NA,"2007","2008",0.3,2.47533333333333
"66","Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,15252,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem",NA,"2007","2008",0.79,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_branch",NA,"2007","2008",0.3,2.63333333333333
"67","Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,15265,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem",NA,"2007","2008",0.79,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_branch",NA,"2007","2008",0.3,2.63333333333333
"68","Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,18132,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem","2005","2003","2007",0.7426,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_branch",NA,"2007","2008",0.3,2.47533333333333
"69","Tura natural regeneration after fire.Larix gmelinii forest","Luyssaert_2007_cbob",105,15310,"Tura","natural regeneration after fire.Larix gmelinii forest","woody","2TDN","ANPP_woody_stem",NA,"2000","2004",0.15,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",64.2,100.45,250,-8.9,360,"760","Asia","Dfc","Boreal mountain system","NAC","1899","Initiation of post-disturbance cohort (natural)","1899","Burned","1899",0,0,0,TRUE,-9.1,12.9,185.17,65.2,382,52,75.68245614,266.7108772,408.5192982,167.155,0.03775,335744.1,6454,569,0.278402778,"boreal","ANPP_woody_branch",NA,"2000","2004",0.06,2.5
"70","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",53,15996,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_woody_stem","1993",NA,NA,1.68,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_branch","1993",NA,NA,0.4,4.2
"71","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",54,15997,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_woody_stem","1994",NA,NA,2.66,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_branch","1994",NA,NA,0.56,4.75
"72","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",55,15998,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_woody_stem","1995",NA,NA,1.91,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_branch","1995",NA,NA,1.13,1.69026548672566
"73","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",56,15999,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_woody_stem","1996",NA,NA,2.93,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_branch","1996",NA,NA,0.44,6.65909090909091
"74","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",57,16000,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_woody_stem","1997",NA,NA,2.15,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_branch","1997",NA,NA,0.56,3.83928571428571
"75","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",58,16001,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_woody_stem","1998",NA,NA,2.11,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_branch","1998",NA,NA,0.4,5.275
"76","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",59,16002,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_woody_stem","1999",NA,NA,2.4,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_branch","1999",NA,NA,0.95,2.52631578947368
